undl_id,keywords
282523,"Africa, Colonial Countries, Declaration on the Granting of Independence to Colonials and other interests, apartheid, colonial domination, colonialism, discrimination, foreign economic interests, racial discrimination, southern Africa"
282524,"Colonial Countries and Peoples, Declaration on the granting of Independence to Colonialization, General Assembly, United Nations, resolution"
282525,"Colonial Countries and People, Declaration on the granting of Independence to Colonials and People"
282527,"decolonization, resolution"
282528,"Palestine, resolution"
282529,"Palestine, resolution"
282530,"Palestine, resolution"
282531,"International Peace Conference on the Middle East, Middle East"
282532,"Palestinian people, intifadah, resolution"
282533,"law of the sea, resolution"
282534,"Apartheid, General Assembly, Special Committee"
282535,"South Africa, collaboration, military, resolution"
282536,"Israel, South Africa, relations, resolution"
282537,"South Africa, oil embargo"
282540,"Middle East, Middle East resolution"
282541,"Middle East, Middle East resolution"
282542,International Convention on the Suppression and Punishment of Crime of Apartheid
282543,"racial discrimination, racism"
282544,"General Assembly, colonial countries, human rights, independence, resolution, self-determination"
282545,"General Assembly, exercise of people to self-determination, mercenaries, resolution, self-determination"
282546,"General Assembly, World economy, resolution, social situation"
282547,"General Assembly, United Nations System, fundamental freedoms, human rights, resolution"
282548,"General Assembly, affair, electoral processess, national overeignty, non-interference, resolution"
282549,"Iraq, human rights, resolution"
282550,"Iraqi occupation, Kuwait, human rights"
282551,"General Assembly, genuine elections, resolution"
282552,African Institute for the Prevention of Crime and the Treatment of Offenders
282553,"Palestinian people, living condition, resolution"
282554,"Arab territories, Israeli settlement, Jerusalem, Palestinian territory"
282555,"Palestinian people, resolution"
282556,"Economic measures, Economic resolution, Political and economic coercion against developing countries"
282557,"General Assembly, Iraq, Kuwait, region, resolution"
282811,"Bosnia, Herzegovina"
282817,"General Assembly, Security Council, recommendation"
282824,"International Atomic Energy Agency, atomic energy, resolution"
282825,"comorian Island of Mayotte, resolution"
282826,"Arab States, Cooperation between the United States and the League of Arab States, United Nations, United States"
282830,"Charter of the United Nations, Non-Self-Governing Territories"
282831,"Africa, Colonial Countries, Declaration on the Granting of Independence to Colonials and other interests, apartheid, colonial domination, colonialism, discrimination, foreign economic interests, racial discrimination, southern Africa"
282832,"Colonial Countries and Peoples, Declaration on the granting of Independence to Colonialization, General Assembly, United Nations, resolution"
282835,"Cuba, United States of America against Cuba, economic embargo, economy"
282836,"Colonial Countries and People, Declaration on the granting of Independence to Colonials and People"
282837,"decolonization, resolution"
282838,"African Union, Arab States, General Assembly, United Arab States, national liberation movement, resolution"
282847,"international security, technological development"
282848,"Nuclear Weapon Tests, Outer Space, Outer Space and under Water, outer resolution"
282849,"comprehension, nuclear-test-ban treaty"
282850,"South Asia, nuclear-weapon-free zone"
282851,"assure, nuclear weapon, nuclear weapons, resolution"
282852,"arms race, outer space, resolution"
282853,"Conference and ts Preparatory Committee, Non protection, Non-proliferation of Nuclear Weapon, natural weapon, nonproliferation, the General Assembly"
282854,"fissionable material, resolution"
282855,"General Assembly, Regional disarmament resolution"
282856,"convention on prohibition of the use of Nuclear Weapon, resolution"
282857,"General Assembly, Nuclear-arms freeze"
282858,"Disarmament Research, General Assembly, United Nations Institute for Disarmament Research, United Nations Institute for Human Responsibility, recommendations and decisions"
282859,"Israeli nuclear armament, resolution"
282860,"Declaration of the Indian Ocean as a Zone of Peace, Indian Ocean"
282861,declaration on strengthening of international security
282862,"international security, resolution"
282863,"Middle East, Middle East resolution"
282864,"Middle East, Middle East resolution"
282865,"Palestine, resolution"
282866,"Palestine, resolution"
282867,"Palestine, resolution"
282868,"Palestine, resolution"
282869,"Palestine, resolution"
282870,"law of the sea, resolution"
282871,"Palestine refugees, UN Relief and Work Agency, resolution"
282872,"Palestine refugees, resolution"
282873,"Palestine refugees, resolution"
282874,"Palestine refugees, resolution"
282875,"refugees, resolution"
282876,"Palestine refugees, resolution"
282877,"Palestine refugees, resolution"
282878,"Al-Quds, Jerusalem, al-quds, resolution"
282879,"Palestine Refugees in the Near East, Palestinian educational institutions, UN Relief and Works Agency for Palestine Refugees in the Near East"
282880,"Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolutions"
282881,"Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolutions"
282882,"Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolutions"
282883,"Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolutions"
282884,"Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolutions"
282885,"Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolutions"
282886,"Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolutions"
282887,"South Atlantic, cooperation, peace, resolution"
282888,"confidence-building measures, resolution"
282890,International Convention on the Suppression and Punishment of Crime of Apartheid
282891,"General Assembly, colonial countries, human rights, independence, resolution, self-determination"
282892,"General Assembly, exercise of people to self-determination, mercenaries, resolution, self-determination"
282893,African Institute for the Prevention of Crime and the Treatment of Offenders
282894,"South Africa, oil embargo"
282895,"South Africa, apartheid, collaboration, military, resolution"
282896,"Israel, South Africa, apartheid of the government of South Africa"
282897,"Commission against Apartheid in Sports, General Assembly, South Africa, apartheid in sport, commission against the government of South Africa"
282898,"Bosnia, Herzegovina"
282899,"General Assembly, electoral processes, national overeignty, non-interference, resolution"
282900,"General Assembly, United Nations System, fundamental freedoms, human rights, resolution"
282901,"General Assembly, genuine elections, resolution"
282902,"Cuba, human rights, resolution"
282903,"Sudan, Sudan resolution"
282904,"Iraq, human rights, resolution"
