Original_ID,Geopolitical,Thematic,Action
284505,Palestine,Peaceful settlement,Settlement
284506,Jerusalem,,
284507,Syrian Golan,,
284508,Middle East,Peace process,
284510,,Law of the Sea,
284512,,Science and Technology;International Security;Disarmament,Role
284513,,Science and Technology; International Security; Disarmament,Role
284514,South Asia,Nuclear-weapon-free zone,Establishment
284515,non-nuclear-weapon States,nuclear weapons,assurance
284516,,Arms race; Outer space,Prevention
284517,,Non-Proliferation of Nuclear Weapons,Review; Preparation
284518,southern hemisphere;adjacent areas,nuclear-weapon-free,
284519,,Disarmament,Convening
284520,,Environmental norms;Disarmament;Arms control,Observance;Drafting;Implementation
284521,,Nuclear disarmament;nuclear weapons,Elimination
284522,,Transparency in armaments,
284523,,Nuclear arms; Nuclear disarmament,Negotiations
284524,Regional,Disarmament,
284525,,International Court of Justice; Legality; Threat; Use; Nuclear Weapons,Advisory Opinion
284526,,Nuclear disarmament,
284527,,1925 Geneva Protocol,Measure; Upholding; Authority
284528,regional;subregional levels,Conventional arms control,
284529,,Nuclear arms; Nuclear disarmament,Negotiations
284530,,Anti-personnel landmines,Agreement; Ban
284531,,Nuclear Weapons,Prohibition
284532,,Disarmament,Review; Implementation; Expansion; Membership
284533,Middle East,Nuclear Proliferation,Risk
284534,Indian Ocean,Zone of Peace;Declaration,Implementation
284535,States,International Security;Violent Disintegration,Maintenance;Prevention
284545,Europe,Security,Cooperation
284548,Palestinian people,Self-determination,Right
284549,,Mercenaries;Human Rights;Right of Peoples to Self-Determination,Violation;Impeding;Exercise
284550,,Universal freedom of travel; Family reunification,Respect
284552,,Human Rights,Enhancement;International Cooperation
284553,,Human rights; Unilateral coercive measures,Adoption
284554,Iraq,Human Rights,
284556,Islamic Republic of Iran,Human Rights,
284557,Nigeria,Human Rights,
284558,Kosovo,Human Rights,
284560,Sudan,Human Rights,
284561,Cuba,Human Rights,
284563,Republic of Bosnia and Herzegovina;Republic of Croatia;Federal Republic of Yugoslavia;Serbia and Montenegro,Human Rights,
284564,Palestine,Refugees,Assistance
284565,,Persons displaced,
284566,Palestine,Higher Education;Vocational Training;Refugees,Offers;Grants;Scholarships
284567,Palestine; Near East,Relief; Works Agency; Refugees,Operations
284568,Palestine,Refugees;Properties;Revenues,
284569,Palestine,Palestine refugees,
284570,Israel;Palestinian People;Occupied Territories,Human Rights,Investigation
284571,Palestinian territory;Jerusalem;Arab territories,Geneva Convention;Protection of Civilian Persons;Time of War,Applicability
284572,Israel;Palestinian territory;Jerusalem;Syrian Golan,Israeli settlements,
284573,Israel;Palestine;Jerusalem,Human Rights,Practice
284574,Syrian Golan,,
284575,,Peacekeeping Operations,Review
284576,,Public Information,Policy; Activity
284577,Non-Self-Governing Territories,Information,Transmission
284578,Colonial Countries;Colonial Territories,Foreign Economic Interests;Declaration on the Granting of Independence;Colonial Domination,Implementation
284579,Colonial Countries;Peoples,Declaration;Independence,Implementation
284580,Colonial Countries;Colonial Peoples,Declaration;Independence,Implementation;Granting
284581,,Decolonization,Dissemination of information
284599,Palestinian territory;Jerusalem;Syrian Golan,Permanent sovereignty;Natural resources,
284607,,Security Council,Report
284609,Sudan,Emergency assistance,
284610,Bosnia and Herzegovina,,
284611,,World Television,Proclamation
284612,,United Nations pension system,
284771,Israel;Palestinian territory;East Jerusalem,Israeli settlement activities,
284784,Israel;East Jerusalem;Palestinian Territory,Illegal actions;Occupation,
284828,Israeli; East Jerusalem; Palestinian Territory,Illegal actions,
284833,,International Watercourses,Convention
284834,Lebanon,United Nations Interim Force,Financing
284860,United States of America;Cuba,Economic embargo;Commercial embargo;Financial embargo,Ending
284862,,International Atomic Energy Agency,Report
284863,Israel;East Jerusalem;Palestinian Territory,Illegal actions,
284868,South Atlantic,Zone of peace; Cooperation,
284872,Europe,Security;Cooperation,Cooperation
284873,countries of origin,cultural property,return; restitution
284874,,Oceans;Law of the Sea,
284893,,Science and Technology;International Security;Disarmament,Role
284894,South Asia,Nuclear-weapon-free zone,Establishment
284895,non-nuclear-weapon States,nuclear weapons,assurance
284896,,Arms Race; Outer Space,Prevention
284897,,Anti-personnel Mines,Prohibition; Use; Stockpiling; Production; Transfer; Destruction
284898,,Transparency; Armaments,
284899,,Environmental Norms;Disarmament;Arms Control,Observance;Drafting;Implementation
284900,,Anti-personnel landmines,Banning; Contributions
284901,,Small arms,
284902,,Nuclear disarmament;nuclear weapons,Elimination
284903,,Nuclear disarmament,
284904,,Nuclear arms; Nuclear disarmament,Negotiations
284905,Southern Hemisphere,Nuclear-weapon-free,
284906,,Legality;Threat;Use;Nuclear Weapons,Advisory Opinion
284907,,Conventional arms control; Regional level; Subregional level,
284908,,Transparency in armaments,
284909,,Nuclear Weapons,Prohibition
284910,,Disarmament,Role
284911,Middle East,Nuclear Proliferation,Risk
284913,Indian Ocean,Zone of Peace;Declaration,Implementation
284914,Palestinian People,Inalienable Rights,Exercise
284915,Palestine,Palestinian Rights,
284916,Palestine,Information Programme,Question
284917,Palestine,Peaceful settlement,Settlement
284918,Jerusalem,,
284919,Middle East;Syrian Golan,,
284920,Palestine,Refugees,Assistance
284921,,Persons displaced; Hostilities,
284922,Palestine,Higher Education;Vocational Training;Refugees,Offers;Grants;Scholarships
284923,Palestine; Near East,Relief; Works; Refugees,Operations
284924,Palestine,Refugees;Properties;Revenues,
284925,Jerusalem; Palestine,Refugees,
284926,Israel;Palestine;Occupied Territories,Human Rights,Investigation
284927,Palestinian territory;Jerusalem;Arab territories,Geneva Convention;Protection of Civilian Persons;Time of War,Applicability
284928,Israel;Palestinian territory;Jerusalem;Syrian Golan,Israeli settlements,
284929,Israel;Palestine;Jerusalem,Human Rights,Practice
284930,Syrian Golan,,
284931,Non-Self-Governing Territories,Information,Transmission
284932,Non-Self-Governing Territories,Economic Activities;Interests of the Peoples,
284933,Colonial Countries;Colonial Peoples,Declaration;Independence,Implementation
284934,Colonial Countries;Peoples,Declaration;Independence,Implementation;Granting
284935,,Decolonization,Dissemination of information
284937,,Mercenaries;Human Rights;Rights of Peoples;Self-Determination,Violation;Impeding
284938,Palestinian people,Self-determination,Right
284939,States,National sovereignty;Non-interference;Electoral processes,Respect
284940,,Human rights; Unilateral coercive measures,Adoption
284941,,Universal freedom of travel; Family reunification,Respect
284942,,United Nations; Principle of periodic and genuine elections; Democratization,Strengthening; Enhancement; Promotion
284943,,Human Rights,Strengthening; Promotion; International Cooperation
284944,,Human rights;Terrorism,Adoption
284945,,Right to development,
284946,Kosovo,Human Rights,
284947,Sudan,Human Rights,
284948,Iraq,Human Rights,
284949,Islamic Republic of Iran,Human Rights,
284950,Cuba,Human Rights,
284951,Nigeria,Human Rights,
284952,Bosnia and Herzegovina;Republic of Croatia;Federal Republic of Yugoslavia,Human Rights,
284953,Sudan,Emergency assistance,
284954,developing countries,unilateral economic measures; political coercion; economic coercion,means
284955,Palestinian territory;Jerusalem;Syrian Golan,Permanent sovereignty;Natural resources,
285234,,International Atomic Energy Agency,Report
285260,South Atlantic,Zone of peace; Cooperation,
285263,Jerusalem,,
285264,Middle East;Syrian Golan,,
285265,Palestinian People,Inalienable Rights,Exercise
285266,Palestinian,,
285267,Palestine,Information Programme,Question
285268,Palestine,Peaceful settlement,Settlement
285269,Palestine,Refugees,Assistance
285270,,Persons displaced,
285271,Palestine,Higher Education;Vocational Training;Refugees,Offers;Grants;Scholarships
285272,Palestine; Near East,Relief; Works; Refugees,Operations
285273,Palestine,Refugees;Properties;Revenues,
285274,Palestine,Palestine refugees,
285275,Israel;Palestine;Occupied Territories,Human Rights,Investigation
285276,Palestinian territory; Jerusalem; Arab territories,Geneva Convention; Protection of Civilian Persons; Time of War,Applicability
285277,Israel;Palestinian territory;Jerusalem;Syrian Golan,Israeli settlements,
285278,Israel;Palestine;Jerusalem,Human Rights,Practice
285279,Syrian Golan,,
285280,Non-Self-Governing Territories,Information,Transmission
285281,Non-Self-Governing Territories,Economic Activities;Interests of the Peoples,
285282,Colonial Countries;Peoples,Declaration;Independence,Implementation
285283,Colonial Countries;Peoples,Declaration;Independence,Implementation;Granting
285284,,Decolonization,Dissemination of information
285287,,International Security;Violent Disintegration of States,Prevention
285288,,Science and Technology;International Security;Disarmament,
285289,non-nuclear-weapon States,nuclear weapons,assurance
285290,,Arms race; Outer space,Prevention
285291,,Small arms,
285292,,Nuclear Danger,Reduction
285293,,Nuclear testing,Adoption
285294,Regional,Disarmament,
285295,,Environmental Norms;Disarmament;Arms Control,Observance;Drafting;Implementation
285296,,Geneva Protocol,Measure; Upheld Authority
285297,,Anti-Personnel Mines,Prohibition; Use; Stockpiling; Production; Transfer; Destruction
285298,regional;subregional levels,Conventional arms control,
285299,Southern Hemisphere; Adjacent Areas,Nuclear-weapon-free,
285300,,Transparency; Armaments,
285301,,Nuclear disarmament;nuclear weapons,Elimination
285302,,Transparency in armaments,
285303,,International Court of Justice; Legality; Threat or Use of Nuclear Weapons,Follow-up
285304,,Nuclear disarmament,
285305,,Nuclear-weapon-free world,Agenda
285306,,Nuclear arms; Nuclear disarmament,Negotiations
285307,,Nuclear Weapons,Prohibition
285308,Middle East,Nuclear Proliferation,Risk
285309,Europe,Security;Cooperation,Cooperation
285318,,Mercenaries;Human Rights;Right of Peoples to Self-Determination,Violation;Impeding
285319,Palestinian people,Self-determination,Right
285320,,Human rights; Unilateral coercive measures,Adoption
285321,,Universal freedom of travel; Family reunification,Respect
285322,,Right to development,
285323,Iraq,Human Rights,
285324,Islamic Republic of Iran,Human Rights,
285325,Bosnia and Herzegovina;Republic of Croatia;Federal Republic of Yugoslavia;Serbia and Montenegro,Human Rights,
285326,Kosovo,Human Rights,
285330,Palestinian people;Palestinian territory;Jerusalem;Arab population;Syrian Golan,Permanent sovereignty;Natural resources,
285523,Lebanon,United Nations Interim Force,Financing
285524,Palestine,Participation,Work
285525,United States of America;Cuba,Economic embargo;Commercial embargo;Financial embargo,Ending
285526,,Coercive economic measures;Political compulsion;Economic compulsion,Elimination
285527,,Oceans;Law of the Sea,
285559,Lebanon,United Nations Interim Force,Financing
404018,,Oceans; Law of the Sea,
404019,South Atlantic,Zone of peace; Cooperation,
404021,,International Atomic Energy Agency,Report
404022,Jerusalem,,
404023,Syrian Golan,,
404024,Palestinian people,Inalienable Rights,Exercise
404025,Palestinian,Rights,
404026,Palestine,Information programme,
404028,Palestine,Peaceful settlement,Settlement
404029,Indian Ocean,Zone of Peace,Implementation; Declaration
404030,,Science and Technology;International Security;Disarmament,
404031,non-nuclear-weapon States,nuclear weapons,assurance
404032,,Arms Race; Outer Space,Prevention
